Rubric Metadata												Criteria (e.g. Metric) Metadata																									
Rubric:  Title	Rubric:  Authors	Rubric:  Coresponding Author	Rubric:  Version	Rubric:  Website or Repository URL	Rubric:  License	Rubric:  License Type	Certification Method:  Present	Scoring Method:  Present	Scoring Output	Implementation Evidence	Community Focus	Criteria:  Title	Criteria:  Code (Assigned by Rubric)	Criteria:  Unique Identifier (e.g. DOI)	Measurement Method	Research Resource:  Type	No Direct Mapping	F aligned:  No requirement mapping	Requirement:  F1	Requirement:  F2	Requirement:  F3	Requirement:  F4	A aligned:  No requirement mapping	Requirement:  A1	Requirement:  A1.1	Requirement:  A1.2	Requirement:  A2	I aligned:  No requirement mapping	Requirement: I1	Requirement: I2	Requirement:  I3	R aligned:  No requirement mapping	Requirement: R1	Requirement: R1.1	Requirement: R1.2	Requirement: R1.3	There is a comment
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Credit	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Document prefix and patterns	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Design	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Avoid embedding meaning	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Simple, durable web resolution	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Version-management policy	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	URIs clear and findable	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Do not reassign or delete	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Document	I1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Reference and display	I1	Null	Present or Absent	All Resources	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Semantics/data structure	I2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Exchange standards	I2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Ontologies	I2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Well documented	I3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Prior versions	I3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Size of the user community/value	R1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Describe how metrics are tabulated	R1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Stratified by key user groups	R1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Evidence of community contribution and/or interaction	R1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Uniqueness	R2	Null	Present or Absent	All Resources	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Embeddedness	R2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Publications, case studies	R2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Testimonials	R2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Trackers	R3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Advisers	R3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Mailing lists	R3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Responsiveness	R3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Release notes	R3	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Currency	R4	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Uptime	R4	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Comprehensiveness	R4	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Data quality	R4	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Probability	R4	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Credit and link derived content	T1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Track data processing	T1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Make provenance information available for complex integrated data	T1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Attribute organizations	T2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Reference with identifiers when relevant	T2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Follow community standards	T2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Document how to cite	T2	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Documented	L1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FAIR-TLC	Melissa Haendel, Andrew Su, Julie McMurry, Christopher G Chute, Chris Mungall, Benjamin Good, Chunlei Wu, Shannon McWeeney, Harry Hochheiser, Peter Robinson, Maureen Hoatlin, Matthew Brush, Damian Smedley, Monica Munoz-Torres, Guoqian Jiang, Hongfang Liu, Peter McQuilton, Tom Conlin	Melissa Haendel, Andrew Su, Julie McMurry	Null	https://zenodo.org/record/203295#.WzaT7SAnbIV	CC-BY-4.0	Permissive	0	0	Null	0	Biomedical	Clear	L1	Null	Present or Absent	All Resources	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
